Model ID	Model Family Name	Description
PF19700.2	DUF6198	Family of unknown function (DUF6198)
PF19701.2	DUF6199	Family of unknown function (DUF6199)
PF19702.2	DUF6200	Family of unknown function (DUF6200)
PF19703.2	DUF6201	Family of unknown function (DUF6201)
PF19705.2	DUF6202	Family of unknown function (DUF6202)
PF19706.2	DUF6203	Family of unknown function (DUF6203)
PF19707.2	DUF6204	Family of unknown function (DUF6204)
PF19708.2	DUF6205	Family of unknown function (DUF6205)
PF19709.2	DUF6206	Family of unknown function (DUF6206)
PF19711.2	DUF6207	Family of unknown function (DUF6207)
PF19713.2	DUF6208	Family of unknown function (DUF6208)
PF19714.2	DUF6209	Family of unknown function (DUF6209)
PF19715.2	DUF6210	Family of unknown function (DUF6210)
PF19716.2	DUF6211	Family of unknown function (DUF6211)
PF19717.2	DUF6212	Family of unknown function (DUF6212)
PF19719.2	DUF6213	Family of unknown function (DUF6213)
PF19720.2	DUF6214	Family of unknown function (DUF6214)
PF19721.2	DUF6215	Family of unknown function (DUF6215)
PF19723.2	DUF6216	Family of unknown function (DUF6216)
PF19724.2	DUF6217	Family of unknown function (DUF6217)
PF19726.2	DUF6218	Family of unknown function (DUF6218)
PF19727.2	DUF6219	Family of unknown function (DUF6219)
PF19728.2	DUF6220	Family of unknown function (DUF6220)
PF19730.2	DUF6221	Family of unknown function (DUF6221)
PF19731.2	DUF6222	Family of unknown function (DUF6222)
PF19733.2	DUF6223	Family of unknown function (DUF6223)
PF19734.2	DUF6224	Family of unknown function (DUF6224)
PF19735.2	DUF6225	Family of unknown function (DUF6225)
PF19736.2	DUF6226	Family of unknown function (DUF6226)
PF19738.2	DUF6227	Family of unknown function (DUF6227)
PF19739.2	DUF6228	Family of unknown function (DUF6228)
PF19740.2	DUF6229	Family of unknown function (DUF6229)
PF19741.2	DUF6230	Family of unknown function (DUF6230)
PF19742.2	DUF6231	Family of unknown function (DUF6231)
PF19744.2	DUF6232	Family of unknown function (DUF6232)
PF19746.2	DUF6233	Family of unknown function (DUF6233)
PF19747.2	DUF6234	Family of unknown function (DUF6234)
PF19748.2	DUF6235	Family of unknown function (DUF6235)
PF19749.2	DUF6236	Family of unknown function (DUF6236)
PF19750.2	DUF6237	Family of unknown function (DUF6237)
PF19751.2	DUF6238	Family of unknown function (DUF6238)
PF19752.2	DUF6239	Family of unknown function (DUF6239)
PF19753.2	DUF6240	Family of unknown function (DUF6240)
PF19754.2	DUF6241	Family of unknown function (DUF6241)
PF19755.2	DUF6242	Domain of unknown function (DUF6242)
PF19756.2	DUF6243	Family of unknown function (DUF6243)
PF19757.2	DUF6244	Family of unknown function (DUF6244)
PF19758.2	DUF6245	Family of unknown function (DUF6245)
PF19759.2	DUF6246	Family of unknown function (DUF6246)
PF19760.2	DUF6247	Family of unknown function (DUF6247)
PF19761.2	DUF6248	Family of unknown function (DUF6248)
PF19762.2	DUF6249	Domain of unknown function (DUF6249)
PF19763.2	DUF6250	Domain of unknown function (DUF6250)
PF19764.2	DUF6251	Family of unknown function (DUF6251)
PF19765.2	DUF6252	Family of unknown function (DUF6252)
PF19766.2	DUF6253	Family of unknown function (DUF6253)
PF19767.2	DUF6254	Family of unknown function (DUF6254)
PF19768.2	DUF6255	Family of unknown function (DUF6255)
PF19770.2	DUF6256	Family of unknown function (DUF6256)
PF19771.2	DUF6257	Family of unknown function (DUF6257)
PF19772.2	DUF6258	Family of unknown function (DUF6258)
PF19773.2	DUF6259	Domain of unknown function (DUF6259)
PF19774.2	DUF6260	Family of unknown function (DUF6260)
PF19775.2	DUF6261	Family of unknown function (DUF6261)
PF19776.2	DUF6262	Family of unknown function (DUF6262)
PF19777.2	DUF6263	Family of unknown function (DUF6263)
PF19779.2	DUF6264	Family of unknown function (DUF6264)
PF19780.2	DUF6265	Domain of unknown function (DUF6265)
PF19781.2	DUF6266	Family of unknown function (DUF6266)
PF19782.2	DUF6267	Family of unknown function (DUF6267)
PF19783.2	DUF6268	Domain of unknown function (DUF6268)
PF19784.2	DUF6269	Family of unknown function (DUF6269)
PF19786.2	DUF6270	Family of unknown function (DUF6270)
PF19787.2	DUF6271	Family of unknown function (DUF6271)
PF19788.2	DUF6272	Family of unknown function (DUF6272)
PF19789.2	DUF6273	Family of unknown function (DUF6273)
PF19790.2	DUF6274	Family of unknown function (DUF6274)
PF19791.2	DUF6275	Family of unknown function (DUF6275)
PF19792.2	DUF6276	Family of unknown function (DUF6276)
PF19793.2	DUF6277	Family of unknown function (DUF6277)
PF19794.2	DUF6278	Family of unknown function (DUF6278)
PF19795.2	DUF6279	Family of unknown function (DUF6279)
PF19796.2	DUF6280	Family of unknown function (DUF6280)
PF19797.2	DUF6281	Family of unknown function (DUF6281)
PF19799.2	DUF6282	Family of unknown function (DUF6282)
PF19800.2	DUF6283	Family of unknown function (DUF6283)
PF19801.2	DUF6284	Family of unknown function (DUF6284)
PF19802.2	DUF6285	Domain of unknown function (DUF6285)
PF19803.2	DUF6286	Family of unknown function (DUF6286)
PF19804.2	DUF6287	Domain of unknown function (DUF6287)
PF19805.2	DUF6288	Family of unknown function (DUF6288)
PF19806.2	DUF6289	Family of unknown function (DUF6289)
PF19807.2	DUF6290	Family of unknown function (DUF6290)
PF19808.2	DUF6291	Family of unknown function (DUF6291)
PF19809.2	DUF6292	Family of unknown function (DUF6292)
PF19810.2	DUF6293	Family of unknown function (DUF6293)
PF19811.2	DUF6294	Family of unknown function (DUF6294)
PF19812.2	DUF6295	Family of unknown function (DUF6295)
PF19813.2	DUF6296	Family of unknown function (DUF6296)
PF19814.2	DUF6297	Family of unknown function (DUF6297)
PF19815.2	DUF6298	Family of unknown function (DUF6298)
PF19816.2	DUF6299	Family of unknown function (DUF6299)
PF19817.2	DUF6300	Family of unknown function (DUF6300)
PF19818.2	DUF6301	Family of unknown function (DUF6301)
PF19819.2	DUF6302	Family of unknown function (DUF6302)
PF19820.2	DUF6303	Family of unknown function (DUF6303)
PF19822.2	DUF6304	Family of unknown function (DUF6304)
PF19823.2	DUF6305	Domain of unknown function (DUF6305)
PF19825.2	DUF6306	Domain of unknown function (DUF6306)
PF19826.2	DUF6307	Family of unknown function (DUF6307)
PF19827.2	DUF6308	Family of unknown function (DUF6308)
PF19828.2	DUF6309	Family of unknown function (DUF6309)
PF19829.2	DUF6310	Family of unknown function (DUF6310)
PF19830.2	DUF6311	Family of unknown function (DUF6311)
PF19831.2	DUF6312	Family of unknown function (DUF6312)
PF19832.2	DUF6313	Family of unknown function (DUF6313)
PF19834.2	DUF6314	Family of unknown function (DUF6314)
PF19836.2	DUF6315	Family of unknown function (DUF6315)
PF19837.2	DUF6316	Domain of unknown function (DUF6316)
PF19840.2	DUF6317	Family of unknown function (DUF6317)
PF19843.2	DUF6318	Family of unknown function (DUF6318)
PF19844.2	DUF6319	Family of unknown function (DUF6319)
PF19845.2	DUF6320	Family of unknown function (DUF6320)
PF19846.2	DUF6321	Domain of unknown function (DUF6321)
PF19847.2	DUF6322	Family of unknown function (DUF6322)
PF19848.2	DUF6323	Family of unknown function (DUF6323)
PF19849.2	DUF6324	Family of unknown function (DUF6324)
PF19850.2	DUF6325	Family of unknown function (DUF6325)
PF19851.2	DUF6326	Family of unknown function (DUF6326)
PF19852.2	DUF6327	Family of unknown function (DUF6327)
PF19853.2	DUF6328	Family of unknown function (DUF6328)
PF19854.2	DUF6329	Family of unknown function (DUF6329)
PF19855.2	DUF6330	Family of unknown function (DUF6330)
PF19856.2	DUF6331	Family of unknown function (DUF6331)
PF19857.2	DUF6332	Family of unknown function (DUF6332)
PF19859.2	DUF6333	Family of unknown function (DUF6333)
PF19860.2	DUF6334	Family of unknown function (DUF6334)
PF19861.2	DUF6335	Family of unknown function (DUF6335)
PF19862.2	DUF6336	Family of unknown function (DUF6336)
PF19863.2	DUF6337	Family of unknown function (DUF6337)
PF19865.2	DUF6338	Family of unknown function (DUF6338)
PF19866.2	DUF6339	Family of unknown function (DUF6339)
PF19867.2	DUF6340	Family of unknown function (DUF6340)
PF19868.2	DUF6341	Family of unknown function (DUF6341)
PF19869.2	DUF6342	Family of unknown function (DUF6342)
PF19870.2	DUF6343	Family of unknown function (DUF6343)
PF19871.2	DUF6344	Family of unknown function (DUF6344)
PF19872.2	DUF6345	Family of unknown function (DUF6345)
PF19873.2	DUF6346	Family of unknown function (DUF6346)
PF19874.2	DUF6347	Family of unknown function (DUF6347)
PF19875.2	DUF6348	Family of unknown function (DUF6348)
PF19876.2	DUF6349	Family of unknown function (DUF6349)
PF19877.2	DUF6350	Family of unknown function (DUF6350)
PF19878.2	DUF6351	Tannase-like family of unknown function (DUF6351)
PF19879.2	DUF6352	Family of unknown function (DUF6352)
PF19880.2	DUF6353	Family of unknown function (DUF6353)
PF19881.2	DUF6354	Family of unknown function (DUF6354)
PF19882.2	DUF6355	Family of unknown function (DUF6355)
PF19883.2	DUF6356	Family of unknown function (DUF6356)
PF19884.2	DUF6357	Family of unknown function (DUF6357)
PF19885.2	DUF6358	Family of unknown function (DUF6358)
PF19886.2	DUF6359	Domain of unknown function (DUF6359)
PF19887.2	DUF6360	Family of unknown function (DUF6360)
PF19888.2	DUF6361	Family of unknown function (DUF6361)
PF19889.2	DUF6362	Domain of unknown function (DUF6362)
PF19890.2	DUF6363	Domain of unknown function (DUF6363)
PF19891.2	DUF6364	Family of unknown function (DUF6364)
PF19892.2	DUF6365	Family of unknown function (DUF6365)
PF19893.2	DUF6366	Family of unknown function (DUF6366)
PF19894.2	DUF6367	Family of unknown function (DUF6367)
PF19895.2	DUF6368	Family of unknown function (DUF6368)
PF19896.2	DUF6369	Family of unknown function (DUF6369)
PF19897.2	DUF6370	Family of unknown function (DUF6370)
PF19898.2	DUF6371	Domain of unknown function (DUF6371)
PF19899.2	DUF6372	Family of unknown function (DUF6372)
PF19900.2	DUF6373	Family of unknown function (DUF6373)
PF19901.2	DUF6374	Family of unknown function (DUF6374)
PF19902.2	DUF6375	Family of unknown function (DUF6375)
PF19903.2	DUF6376	Family of unknown function (DUF6376)
PF19904.2	DUF6377	Domain of unknown function (DUF6377)
PF19905.2	DUF6378	Domain of unknown function (DUF6378)
PF19906.2	DUF6379	Domain of unknown function (DUF6379)
PF19907.2	DUF6380	Family of unknown function (DUF6380)
PF19908.2	DUF6381	Family of unknown function (DUF6381)
PF19909.2	DUF6382	Domain of unknown function (DUF6382)
PF19910.2	DUF6383	Domain of unknown function (DUF6383)
PF19911.2	DUF6384	Family of unknown function (DUF6384)
PF19912.2	DUF6385	Domain of unknown function (DUF6385)
PF19923.2	DUF6386	Family of unknown function (DUF6386)
PF19924.2	DUF6387	Family of unknown function (DUF6387)
PF19925.2	DUF6388	Family of unknown function (DUF6388)
PF19926.2	DUF6389	Family of unknown function (DUF6389)
PF19927.2	DUF6390	Family of unknown function (DUF6390)
PF19928.2	DUF6391	Domain of unknown function (DUF6391)
PF19929.2	DUF6392	Family of unknown function (DUF6392)
PF19930.2	DUF6393	Family of unknown function (DUF6393)
PF19931.2	DUF6394	Family of unknown function (DUF6394)
PF19932.2	DUF6395	Family of unknown function (DUF6395)
PF19933.2	DUF6396	Domain of unknown function (DUF6396)
PF19934.2	DUF6397	Family of unknown function (DUF6397)
PF19935.2	DUF6398	Domain of unknown function (DUF6398)
PF19936.2	DUF6399	Family of unknown function (DUF6399)
PF19938.2	DUF6400	Family of unknown function (DUF6400)
PF19939.2	DUF6401	Family of unknown function (DUF6401)
PF19940.2	DUF6402	Family of unknown function (DUF6402)
PF19941.2	DUF6403	Family of unknown function (DUF6403)
PF19942.2	DUF6404	Family of unknown function (DUF6404)
PF19943.2	DUF6405	Family of unknown function (DUF6405)
PF19944.2	DUF6406	Family of unknown function (DUF6406)
PF19945.2	DUF6407	Family of unknown function (DUF6407)
PF19946.2	DUF6408	Family of unknown function (DUF6408)
PF19947.2	DUF6409	Family of unknown function (DUF6409)
PF19948.2	DUF6410	Family of unknown function (DUF6410)
PF19949.2	DUF6411	Family of unknown function (DUF6411)
PF19950.2	DUF6412	Family of unknown function (DUF6412)
PF19951.2	DUF6413	Family of unknown function (DUF6413)
PF19952.2	DUF6414	Family of unknown function (DUF6414)
PF19979.2	DUF6415	Family of unknown function (DUF6415)
PF19980.2	DUF6416	Family of unknown function (DUF6416)
PF19981.2	DUF6417	Family of unknown function (DUF6417)
PF19982.2	DUF6418	Family of unknown function (DUF6418)
PF19983.2	DUF6419	Family of unknown function (DUF6419)
PF19984.2	DUF6420	Family of unknown function (DUF6420)
PF19985.2	DUF6421	Family of unknown function (DUF6421)
PF19986.2	DUF6422	Family of unknown function (DUF6422)
PF19987.2	DUF6423	Family of unknown function (DUF6423)
PF19988.2	DUF6424	Family of unknown function (DUF6424)
PF19989.2	DUF6425	Family of unknown function (DUF6425)
PF19990.2	DUF6426	Family of unknown function (DUF6426)
PF19992.2	DUF6427	Family of unknown function (DUF6427)
PF20001.2	DUF6428	Family of unknown function (DUF6428)
PF20008.2	DUF6429	Domain of unknown function (DUF6429)
PF20016.2	DUF6430	Domain of unknown function (DUF6430)
PF20020.2	DUF6431	Domain of unknown function (DUF6431)
PF20024.2	DUF6432	Family of unknown function (DUF6432)
PF20025.2	DUF6433	Family of unknown function (DUF6433)
PF20026.2	DUF6434	Domain of unknown function (DUF6434)
PF20027.2	DUF6435	Family of unknown function (DUF6435)
PF20029.2	DUF6436	Domain of unknown function (DUF6436)
PF20031.2	DUF6437	Family of unknown function (DUF6437)
PF20033.2	DUF6438	Domain of unknown function (DUF6438)
PF20035.2	DUF6439	Family of unknown function (DUF6439)
PF20037.2	DUF6440	Family of unknown function (DUF6440)
PF20039.2	DUF6441	Family of unknown function (DUF6441)
PF20040.2	DUF6442	Family of unknown function (DUF6442)
PF20041.2	DUF6443	Domain of unknown function (DUF6443)
PF20042.2	DUF6444	Family of unknown function (DUF6444)
PF20043.2	DUF6445	Family of unknown function (DUF6445)
PF20044.2	DUF6446	Family of unknown function (DUF6446)
PF20045.2	DUF6447	Family of unknown function (DUF6447)
PF20046.2	DUF6448	Family of unknown function (DUF6448)
PF20047.2	DUF6449	Domain of unknown function (DUF6449)
PF20048.2	DUF6450	Domain of unknown function (DUF6450)
PF20049.2	DUF6451	Domain of unknown function (DUF6451)
PF20050.2	DUF6452	Family of unknown function (DUF6452)
PF20051.2	DUF6453	Family of unknown function (DUF6453)
PF20055.2	DUF6454	Family of unknown function (DUF6454)
PF20056.2	DUF6455	Family of unknown function (DUF6455)
PF20057.2	DUF6456	Domain of unknown function (DUF6456)
PF20058.2	DUF6457	Domain of unknown function (DUF6457)
PF20059.2	DUF6458	Domain of unknown function (DUF6458)
PF20060.2	DUF6459	Family of unknown function (DUF6459)
PF20061.2	DUF6460	Domain of unknown function (DUF6460)
PF20062.2	DUF6461	Family of unknown function (DUF6461)
PF20063.2	DUF6462	Family of unknown function (DUF6462)
PF20064.2	DUF6463	Family of unknown function (DUF6463)
PF20065.2	DUF6464	Family of unknown function (DUF6464)
PF20069.2	DUF6465	Family of unknown function (DUF6465)
PF20070.2	DUF6466	Family of unknown function (DUF6466)
PF20071.2	DUF6467	Family of unknown function (DUF6467)
PF20072.2	DUF6468	Domain of unknown function (DUF6468)
PF20073.2	DUF6469	Domain of unknown function (DUF6469)
PF20074.2	DUF6470	Family of unknown function (DUF6470)
PF20075.2	DUF6471	Domain of unknown function (DUF6471)
PF20076.2	DUF6472	Domain of unknown function (DUF6472)
PF20078.2	DUF6473	Domain of unknown function (DUF6473)
PF20079.2	DUF6474	Family of unknown function (DUF6474)
PF20081.2	DUF6475	Domain of unknown function (DUF6475)
PF20082.2	DUF6476	Family of unknown function (DUF6476)
PF20083.2	DUF6477	Family of unknown function (DUF6477)
PF20086.2	DUF6478	Family of unknown function (DUF6478)
PF20087.2	DUF6479	Family of unknown function (DUF6479)
PF20088.2	DUF6480	Family of unknown function (DUF6480)
PF20089.2	DUF6481	Family of unknown function (DUF6481)
PF20090.2	DUF6482	Family of unknown function (DUF6482)
PF20092.2	DUF6483	Family of unknown function (DUF6483)
PF20093.2	DUF6484	Domain of unknown function (DUF6484)
PF20095.2	DUF6485	Domain of unknown function (DUF6485)
PF20096.2	DUF6486	Family of unknown function (DUF6486)
PF20097.2	DUF6487	Domain of unknown function (DUF6487)
PF20098.2	DUF6488	Family of unknown function (DUF6488)
PF20099.2	DUF6489	Family of unknown function (DUF6489)
PF20100.2	DUF6490	Family of unknown function (DUF6490)
PF20101.2	DUF6491	Family of unknown function (DUF6491)
PF20102.2	DUF6492	Family of unknown function (DUF6492)
PF20103.2	DUF6493	Family of unknown function (DUF6493)
PF20104.2	DUF6494	Family of unknown function (DUF6494)
PF20105.2	DUF6495	Family of unknown function (DUF6495)
PF20106.2	DUF6496	Family of unknown function (DUF6496)
PF20107.2	DUF6497	Family of unknown function (DUF6497)
PF20108.2	DUF6498	Family of unknown function (DUF6498)
PF20109.2	DUF6499	Family of unknown function (DUF6499)
PF20110.2	DUF6500	Family of unknown function (DUF6500)
PF20111.2	DUF6501	Family of unknown function (DUF6501)
PF20112.2	DUF6502	Family of unknown function (DUF6502)
PF20113.2	DUF6503	Family of unknown function (DUF6503)
